cgpa,internships,projects,workshops_certifications,aptitude_test_score,soft_skills_rating,extra_curricular_activities,placement_training,ssc_marks,hsc_marks,n_job_applications,personality_type,placement_status,student_id
7.9,2,3,2,80,4.6,Yes,No,77,69,16,2,0,1322
6.5,1,1,0,70,4.8,Yes,Yes,79,62,4,4,1,843
8.6,2,3,0,85,4.8,Yes,Yes,89,83,9,3,1,1147
6.5,1,3,1,73,4.2,No,Yes,59,67,21,2,0,3625
8.1,0,1,0,88,4.3,No,No,55,61,6,1,0,4448
7.6,1,2,0,73,3.8,No,Yes,76,64,20,2,0,4376
7.78,1,1,1,66,3.75,No,Yes,53,69,31,2,0,10173
7.5,2,2,2,90,4.2,Yes,Yes,70,87,25,2,0,4868
8.2,2,2,1,76,4.6,Yes,Yes,66,65,19,2,0,464
6.5,1,1,2,71,3.7,Yes,No,75,66,4,2,0,1755
6.5,1,1,0,67,3.1,No,No,65,68,28,2,0,8709
7.7,0,1,1,78,4.6,Yes,Yes,74,66,9,1,0,4975
6.7,2,1,2,85,3.5,Yes,Yes,55,84,28,2,0,9653
7.6,0,1,0,70,4.6,No,Yes,77,64,22,4,1,4575
7.27,1,1,1,79,4.28,No,No,54,60,33,2,0,10122
8.3,1,2,0,85,4.6,Yes,Yes,73,77,8,2,0,4191
7.0,1,1,0,65,3.8,No,No,62,63,24,2,0,7105
8.2,2,2,2,81,4.8,Yes,Yes,78,83,19,3,1,379
7.0,1,2,1,83,4.8,Yes,Yes,58,64,7,2,0,3107
7.8,1,2,1,83,4.6,No,Yes,79,66,29,4,1,9027
8.0,2,3,1,90,4.3,Yes,Yes,79,73,20,2,1,1336
8.0,1,2,0,79,4.4,No,No,84,77,6,2,0,1224
7.8,1,1,0,78,4.0,No,No,66,75,4,2,0,9886
6.5,0,3,0,71,3.8,No,Yes,63,66,30,1,0,2717
8.4,1,3,0,78,3.7,No,Yes,73,85,15,4,1,5273
6.6,2,3,2,79,4.4,Yes,Yes,82,83,26,2,1,7256
8.6,1,3,2,89,4.6,Yes,Yes,75,83,29,4,1,2953
8.6,0,3,2,90,4.8,Yes,Yes,81,82,17,4,1,1351
7.4,0,2,0,86,3.8,No,Yes,78,71,13,1,0,1083
7.9,1,2,2,89,4.8,Yes,Yes,82,83,7,4,1,6803
7.6,1,1,1,71,4.2,Yes,Yes,63,63,4,2,0,5651
8.1,1,3,0,80,4.7,Yes,Yes,79,84,3,4,1,5299
8.3,1,1,2,78,4.5,Yes,Yes,78,88,27,4,1,1812
7.7,0,2,1,81,3.8,Yes,Yes,82,65,8,1,0,4281
8.4,2,3,2,85,4.5,No,Yes,86,81,5,3,1,1352
7.8,1,3,0,76,4.4,Yes,Yes,74,74,29,2,0,8813
8.3,1,1,0,70,4.6,Yes,Yes,79,84,27,2,0,9059
7.5,0,1,0,66,4.3,No,No,60,68,23,1,0,1895
6.5,0,1,0,73,3.7,No,No,57,67,19,1,0,8115
7.6,1,2,2,70,4.8,No,Yes,73,84,6,4,1,566
7.0,1,2,0,74,4.2,No,Yes,55,69,22,4,1,6835
6.5,1,1,0,71,3.6,No,No,55,65,11,2,0,5287
6.5,1,1,0,83,3.6,No,Yes,55,70,8,2,0,3674
8.6,1,2,2,82,4.3,Yes,Yes,82,83,15,4,1,4540
8.4,0,1,0,84,4.8,No,Yes,78,81,5,4,1,7847
8.2,1,3,2,90,4.8,Yes,Yes,85,86,27,4,1,1213
8.0,1,3,2,86,4.6,Yes,Yes,87,81,23,4,1,1190
7.5,1,3,2,90,4.8,Yes,Yes,71,84,7,4,1,5639
8.5,1,3,1,77,4.7,Yes,Yes,65,85,17,2,0,899
7.4,1,1,0,69,4.3,Yes,Yes,60,83,10,4,1,6665
8.6,1,3,2,90,4.8,Yes,Yes,71,79,4,4,1,6984
7.3,1,1,1,78,4.2,Yes,Yes,69,72,24,2,0,5936
8.4,2,3,2,90,4.8,Yes,Yes,69,88,14,3,1,9076
7.5,1,2,3,76,3.7,No,Yes,55,67,6,2,0,3455
7.3,2,2,0,66,4.1,Yes,Yes,60,70,27,2,0,3610
6.6,1,1,0,81,4.4,Yes,Yes,74,75,9,2,0,5503
7.6,1,2,1,86,4.4,Yes,Yes,64,68,17,4,1,8941
7.4,0,1,1,83,3.8,No,No,55,72,3,1,0,9872
6.5,1,2,0,78,4.5,No,No,64,69,22,2,0,8445
8.2,2,3,3,90,4.2,Yes,Yes,78,77,30,2,0,4623
6.36,1,2,0,69,4.17,Yes,Yes,57,68,21,2,0,10081
6.6,1,2,1,64,3.5,No,Yes,62,66,8,2,0,5810
7.6,1,3,1,73,3.9,Yes,No,72,73,8,4,1,2333
8.0,1,1,1,83,4.2,Yes,Yes,78,79,9,2,0,5050
8.3,1,2,1,84,4.7,Yes,Yes,59,69,4,2,0,2263
6.5,1,1,0,68,4.0,No,Yes,55,69,28,2,0,8442
8.2,1,2,1,74,3.8,No,No,58,67,14,2,0,3992
7.4,0,2,0,72,3.5,No,Yes,67,66,10,1,0,6019
6.5,1,1,0,75,3.3,No,No,55,63,18,2,0,3993
8.2,2,3,2,90,4.8,Yes,Yes,85,83,10,3,1,2596
6.5,1,2,0,75,4.0,No,No,58,71,9,2,0,9356
6.5,1,1,0,83,3.9,No,Yes,70,69,13,2,0,3594
7.7,1,2,0,78,3.8,No,Yes,61,70,11,2,0,5435
8.2,1,2,0,83,4.8,Yes,No,65,71,17,4,1,1031
7.3,1,2,1,68,3.9,No,No,56,65,15,2,0,4824
7.43,1,1,1,73,3.91,No,No,57,81,15,4,1,10086
7.7,1,2,1,83,4.5,No,No,65,70,4,4,1,3775
6.5,1,1,1,82,3.9,No,Yes,57,70,23,2,0,6401
7.7,1,2,0,80,4.0,No,Yes,57,67,20,2,0,7620
7.5,1,1,0,74,3.7,Yes,Yes,58,67,4,4,1,5969
8.3,2,3,2,88,4.8,Yes,Yes,87,88,22,3,1,5604
8.4,0,3,2,77,4.6,Yes,No,63,79,11,4,1,6086
8.1,2,3,0,88,4.5,Yes,No,76,85,9,3,1,1756
7.4,1,1,1,70,4.0,Yes,Yes,57,72,4,2,0,7515
8.6,1,3,2,88,4.8,Yes,Yes,79,88,16,4,1,7243
8.8,1,2,2,85,4.8,Yes,Yes,68,87,10,4,1,4322
7.4,2,1,1,87,4.5,Yes,Yes,68,84,11,2,0,232
8.9,1,3,2,90,4.8,Yes,Yes,75,84,11,4,1,7937
8.0,1,1,3,84,4.0,No,Yes,57,61,17,2,0,111
7.4,1,2,0,76,4.5,No,Yes,55,72,4,2,0,5683
6.8,0,1,1,75,4.3,No,No,73,62,21,1,0,9467
7.9,1,2,0,77,3.8,Yes,Yes,58,78,22,2,0,8764
7.4,2,1,0,74,4.5,Yes,Yes,67,68,23,2,0,2515
6.6,1,3,2,86,4.4,Yes,Yes,57,88,21,4,1,6927
8.6,2,3,2,90,4.8,Yes,Yes,84,79,28,3,1,5490
7.4,2,3,2,80,4.8,Yes,Yes,70,67,21,2,0,8517
7.8,0,3,2,85,4.3,Yes,No,89,63,9,1,0,2918
8.0,1,3,0,65,4.4,Yes,Yes,55,68,10,2,0,4081
7.5,1,2,0,67,4.2,No,No,55,64,16,2,0,2993
7.6,1,3,0,84,4.1,No,No,57,73,7,2,0,2318
8.2,0,3,2,81,4.7,No,No,82,68,27,1,0,5372
8.9,1,3,0,83,4.8,Yes,Yes,77,76,8,4,1,9034
6.5,1,3,0,82,4.7,Yes,Yes,55,82,30,4,1,7273
7.6,1,1,1,72,4.2,Yes,Yes,57,67,20,2,0,1516
6.9,1,2,1,74,4.1,No,No,55,69,5,2,0,217
7.7,1,2,0,88,4.8,Yes,Yes,75,82,7,4,1,9401
7.2,1,2,0,82,3.6,Yes,Yes,71,74,11,4,1,9244
8.1,1,2,2,90,4.0,No,Yes,74,86,24,2,0,8582
7.4,0,1,0,85,3.9,No,Yes,68,63,21,1,0,2264
7.9,2,3,2,85,4.7,Yes,Yes,90,84,29,2,1,5550
7.8,2,3,2,87,4.5,Yes,Yes,75,86,8,2,0,9858
8.3,1,2,2,86,4.8,Yes,Yes,58,72,3,4,1,8666
7.0,0,1,0,62,4.7,No,Yes,57,72,12,1,0,6261
6.5,0,3,1,67,3.5,Yes,Yes,86,72,17,4,1,894
7.1,1,2,1,80,4.7,No,Yes,57,74,24,4,1,1491
8.2,1,2,1,90,4.8,Yes,No,82,63,16,2,0,3004
7.8,1,1,0,86,4.0,Yes,Yes,60,76,7,4,1,1851
7.3,1,1,0,60,3.2,No,No,61,70,12,2,0,7600
8.3,2,2,2,90,4.7,No,Yes,73,85,14,2,0,4834
7.2,1,2,0,69,4.0,No,Yes,55,61,30,2,0,325
6.9,1,3,2,82,3.5,Yes,Yes,59,60,9,4,1,1216
8.6,1,1,2,87,3.9,Yes,Yes,84,84,28,4,1,2900
8.6,1,1,3,81,4.7,No,Yes,72,86,15,4,1,2934
6.5,1,2,1,69,3.7,No,No,66,66,8,2,0,3659
6.8,1,1,0,74,4.0,Yes,No,62,83,29,2,0,7704
7.5,0,3,1,79,4.4,Yes,Yes,55,67,19,1,0,6946
8.5,2,3,2,87,4.1,Yes,Yes,85,83,30,3,1,6561
8.3,2,3,2,90,4.8,Yes,Yes,83,85,9,3,1,8759
7.4,1,3,1,85,3.7,Yes,Yes,64,70,14,4,1,6427
7.6,1,2,0,77,4.2,Yes,Yes,55,82,18,2,0,9919
7.3,1,2,2,79,4.6,No,No,55,68,20,4,1,1130
7.5,1,1,0,66,3.9,No,Yes,55,78,10,2,0,4982
8.2,2,3,2,90,4.8,Yes,Yes,85,83,12,3,1,2919
7.7,1,1,1,68,4.2,No,Yes,74,74,19,2,0,3085
8.1,1,3,2,90,4.5,Yes,Yes,76,82,13,4,1,2796
8.4,2,3,1,84,4.5,Yes,Yes,83,79,23,3,1,9122
7.6,0,1,0,65,4.1,No,No,55,68,24,1,0,799
8.2,0,1,0,71,4.8,No,No,62,68,28,1,0,735
7.6,1,2,1,80,4.1,No,Yes,56,65,11,2,0,4223
7.4,0,1,1,69,4.0,No,Yes,60,71,14,1,0,2245
7.5,2,1,2,90,4.8,Yes,No,55,65,7,2,0,179
7.5,0,2,0,68,4.1,Yes,Yes,69,58,17,1,0,6072
6.5,1,2,1,68,4.3,Yes,Yes,73,74,22,2,0,7290
7.5,1,1,3,68,3.6,No,No,58,72,29,2,0,1175
7.5,1,1,1,81,4.0,No,Yes,75,61,20,2,0,8524
7.6,1,1,1,75,3.7,No,No,55,63,10,2,0,1832
8.0,2,3,2,86,3.8,Yes,Yes,87,86,18,2,1,8260
8.6,1,3,2,88,4.8,Yes,Yes,70,83,8,4,1,9579
6.5,1,1,2,69,4.2,Yes,No,57,65,6,2,0,8206
8.1,1,3,2,85,4.5,Yes,No,76,87,17,2,0,7558
8.2,2,3,2,81,4.5,Yes,Yes,74,88,9,3,1,3202
7.6,1,1,1,82,4.8,Yes,Yes,79,86,17,4,1,199
6.8,1,1,1,64,3.3,No,No,55,68,19,2,0,7446
7.7,2,3,1,89,4.7,Yes,Yes,61,84,11,2,1,4088
7.9,1,3,0,90,4.6,Yes,Yes,81,79,13,4,1,549
7.6,1,1,0,88,3.9,No,Yes,55,68,8,2,0,7189
6.7,1,1,1,75,3.8,No,No,65,71,16,2,0,4731
7.4,1,2,0,76,4.0,No,Yes,78,74,28,2,0,6085
7.5,1,3,0,83,4.7,Yes,Yes,59,87,18,4,1,2533
8.7,1,2,1,90,4.6,No,No,74,68,4,2,0,2315
8.5,2,3,2,90,4.8,Yes,Yes,76,86,12,3,1,8637
7.8,2,3,2,87,4.8,Yes,No,90,83,28,2,0,67
6.6,1,1,0,76,4.4,No,No,57,62,24,2,0,3261
8.1,0,3,2,87,4.8,Yes,No,90,83,14,4,1,2573
7.1,2,3,2,90,4.7,Yes,Yes,70,83,25,2,1,5928
8.4,1,3,2,90,4.8,Yes,Yes,86,85,24,4,1,6588
8.3,1,2,2,88,4.4,Yes,Yes,78,86,25,4,1,623
8.3,1,2,1,82,4.4,Yes,Yes,76,85,14,4,1,1682
8.2,1,3,2,87,4.7,Yes,Yes,73,86,18,4,1,788
7.4,0,1,0,60,3.0,No,No,55,70,15,1,0,3333
7.6,2,1,1,84,4.5,No,No,76,63,12,2,0,5170
7.8,1,1,1,83,4.2,Yes,Yes,64,66,10,2,0,6190
6.5,1,1,2,90,4.8,Yes,No,75,80,17,2,0,3281
8.5,2,3,2,90,4.6,Yes,Yes,80,87,16,3,1,4923
7.6,1,1,2,75,4.8,No,Yes,60,68,12,2,0,5814
8.2,1,3,2,87,4.8,Yes,No,90,85,17,4,1,4514
8.4,1,1,1,74,3.7,No,Yes,55,72,12,4,1,6509
8.4,2,3,1,85,4.7,Yes,Yes,63,78,17,3,1,479
7.5,1,2,2,86,4.8,Yes,Yes,77,81,20,4,1,5934
7.4,0,1,0,72,3.6,No,No,60,71,28,1,0,2648
6.9,1,3,1,86,4.5,Yes,Yes,77,84,29,4,1,4375
8.0,2,3,2,90,4.8,Yes,Yes,77,87,3,2,1,5338
7.7,1,2,1,85,4.6,Yes,Yes,76,83,8,4,1,1034
8.1,0,3,2,81,4.2,Yes,Yes,90,84,27,4,1,4873
7.7,1,2,0,84,4.7,No,Yes,72,61,21,2,0,2599
8.8,0,3,1,90,4.8,Yes,Yes,77,85,4,4,1,6721
8.5,2,3,2,90,4.7,Yes,Yes,73,85,16,3,1,5816
6.7,1,2,2,78,4.4,Yes,Yes,72,64,24,2,0,5380
6.6,1,1,2,81,4.8,Yes,No,68,71,19,2,0,345
7.3,1,1,1,80,3.8,No,No,71,71,17,2,0,9079
7.6,1,2,1,67,4.1,No,No,58,70,14,2,0,1872
7.9,1,3,2,90,4.4,Yes,Yes,80,84,17,4,1,5715
8.0,2,3,2,90,4.8,Yes,Yes,80,87,28,2,1,7822
7.8,0,2,0,82,4.3,Yes,Yes,74,67,4,1,0,9795
6.5,1,1,1,79,4.2,No,No,85,71,6,2,0,2889
6.6,1,2,1,76,4.1,Yes,Yes,82,69,30,2,0,221
8.4,2,1,1,83,3.5,Yes,Yes,56,81,6,3,1,9375
8.2,2,2,2,87,4.8,Yes,Yes,88,85,25,3,1,8496
8.7,2,3,2,83,4.8,Yes,Yes,76,82,11,3,1,9284
6.5,1,1,2,90,4.0,Yes,Yes,79,81,29,4,1,4017
8.2,1,3,2,87,4.7,Yes,Yes,73,78,20,4,1,4268
6.9,0,1,1,60,3.6,No,Yes,55,59,18,1,0,9339
8.4,0,3,2,86,4.8,Yes,Yes,75,86,10,4,1,6207
6.8,1,3,0,80,3.9,Yes,No,60,70,22,2,0,7316
7.2,0,1,1,75,4.1,No,No,63,80,18,1,0,7234
7.5,2,2,2,78,4.2,No,No,59,71,24,2,0,6720
7.1,1,2,2,81,4.8,Yes,Yes,70,84,17,2,0,4399
7.6,0,3,2,81,4.5,Yes,Yes,81,84,19,4,1,9278
7.4,1,1,0,64,4.2,Yes,Yes,61,70,27,2,0,5091
7.6,1,1,0,68,4.3,No,No,62,68,12,2,0,2882
7.0,1,1,0,82,4.6,Yes,No,71,79,15,2,0,1678
8.0,2,3,2,89,4.8,Yes,Yes,79,80,9,2,0,8727
8.0,1,2,1,81,4.4,Yes,Yes,83,84,8,4,1,902
8.3,1,3,2,90,4.8,Yes,Yes,69,88,16,4,1,7417
7.6,1,2,0,71,4.1,No,No,56,63,5,2,0,2297
6.6,1,2,0,76,3.8,No,No,58,62,21,2,0,6499
7.7,1,1,2,70,3.9,Yes,No,72,65,28,2,0,8579
7.5,0,2,0,69,3.6,No,No,61,59,30,1,0,297
8.4,2,3,2,87,4.6,Yes,No,83,87,30,3,1,8954
8.2,2,3,0,90,4.5,Yes,Yes,74,79,20,3,1,4154
8.2,1,3,0,90,4.7,Yes,Yes,80,80,27,4,1,4895
8.3,1,1,1,81,4.5,Yes,Yes,64,65,9,2,0,28
7.8,1,2,0,72,3.6,Yes,Yes,60,64,27,2,0,4581
7.4,0,2,1,77,4.8,Yes,Yes,66,68,26,1,0,6957
7.6,1,1,0,82,4.0,No,No,65,58,9,2,0,6916
6.5,1,1,0,77,4.2,No,Yes,55,70,5,2,0,8675
8.1,2,1,1,90,4.4,No,No,70,84,16,3,1,3249
8.2,1,2,3,84,4.0,Yes,Yes,82,63,21,2,0,7973
8.0,0,1,1,67,4.1,Yes,Yes,62,61,27,4,1,2581
6.6,1,1,0,74,3.6,No,No,55,67,11,2,0,7314
8.1,2,3,2,83,4.4,Yes,Yes,90,81,21,3,1,1371
8.46,2,3,2,95,4.84,Yes,Yes,64,88,12,2,0,10054
6.5,2,3,0,76,3.8,No,Yes,86,70,8,2,0,7274
7.9,1,2,1,85,4.8,No,No,81,79,7,4,1,8150
8.1,1,3,0,77,4.1,No,Yes,70,84,10,2,0,4903
8.1,2,2,0,71,4.4,Yes,Yes,78,83,15,3,1,682
6.5,0,1,0,70,4.2,Yes,No,64,81,9,1,0,3160
8.6,2,3,2,88,4.5,Yes,Yes,82,85,17,2,0,2988
7.7,1,1,1,78,3.3,No,No,55,74,23,2,0,1883
7.6,1,1,0,66,4.1,No,Yes,58,69,12,2,0,1941
8.3,1,3,2,85,4.2,Yes,Yes,73,83,18,4,1,3297
7.4,0,1,1,76,4.3,No,Yes,55,62,28,1,0,3535
7.4,2,3,0,78,4.8,Yes,Yes,78,71,7,2,1,3730
7.5,1,3,2,90,4.8,Yes,Yes,67,88,14,4,1,6479
6.5,1,1,0,81,4.3,No,Yes,55,63,21,2,0,1182
6.7,1,2,3,69,4.6,Yes,No,72,69,16,2,0,1376
7.7,1,2,0,76,4.1,Yes,Yes,60,72,22,2,0,8884
7.6,1,1,1,77,4.0,No,Yes,55,65,13,2,0,5749
7.4,1,1,2,80,4.3,Yes,Yes,55,66,16,2,0,627
8.7,0,3,1,88,4.8,Yes,No,77,82,19,4,1,2113
7.5,2,1,1,90,4.1,Yes,Yes,71,67,20,2,0,6045
8.1,1,3,2,75,4.3,Yes,Yes,69,83,4,4,1,4221
8.7,1,3,1,90,4.7,Yes,Yes,83,88,21,4,1,7074
8.4,1,1,0,84,4.5,No,Yes,68,71,22,2,0,6707
8.4,1,1,2,79,4.6,No,Yes,76,85,20,2,0,4181
7.4,1,1,0,81,4.3,Yes,Yes,67,70,28,2,0,7268
6.7,1,2,0,89,4.7,No,Yes,55,82,9,2,0,5504
8.2,2,3,2,90,4.8,Yes,Yes,75,85,3,2,0,1463
6.5,1,2,0,68,4.4,No,Yes,72,70,14,4,1,2888
7.6,2,2,0,73,4.4,Yes,Yes,83,87,7,2,1,5304
7.0,1,2,0,67,4.3,No,Yes,69,69,18,2,0,685
8.2,1,2,1,79,4.4,Yes,Yes,83,65,21,4,1,7500
8.26,1,1,0,70,3.93,No,Yes,68,79,14,4,1,10150
7.6,1,2,0,79,4.1,No,Yes,55,72,23,2,0,1367
7.6,2,2,1,73,4.7,No,No,59,62,11,2,0,3917
8.4,2,3,2,90,4.8,Yes,Yes,85,78,28,3,1,2640
8.4,2,3,2,80,4.7,Yes,Yes,77,81,15,3,1,9651
8.3,1,3,2,82,4.7,No,No,59,63,8,4,1,9220
8.3,2,2,2,87,4.7,Yes,Yes,86,85,11,3,1,8479
8.8,0,3,0,82,4.8,Yes,Yes,63,78,7,4,1,2301
7.9,0,1,1,73,4.1,No,Yes,79,80,25,1,0,2939
8.0,0,2,2,79,4.4,No,Yes,55,68,15,1,0,5925
8.3,2,3,2,90,4.8,Yes,Yes,62,84,9,2,0,8833
8.9,2,3,2,86,4.8,Yes,Yes,79,87,7,3,1,5225
8.3,2,3,0,88,4.8,Yes,Yes,82,72,6,2,0,1980
8.5,2,2,2,89,4.8,Yes,Yes,68,83,12,3,1,3804
6.5,1,1,1,73,4.2,No,No,55,57,19,2,0,4707
7.5,1,3,1,89,4.8,Yes,Yes,80,86,11,2,0,4504
8.4,2,1,1,87,4.2,Yes,Yes,76,78,29,2,0,6299
8.5,1,2,2,85,4.8,Yes,Yes,88,88,26,4,1,9445
8.3,0,3,2,74,4.1,Yes,Yes,70,84,29,1,0,2281
7.0,0,1,1,66,3.8,No,No,55,65,21,1,0,4610
7.5,1,2,1,65,4.1,No,No,58,64,3,2,0,6228
8.3,1,3,3,88,4.0,No,Yes,77,63,30,4,1,8459
7.8,0,1,1,78,4.7,No,Yes,63,61,16,4,1,4131
7.7,0,1,1,67,3.8,No,No,55,63,19,1,0,6312
6.13,2,3,1,83,5.13,Yes,Yes,78,89,28,2,1,10007
7.4,1,1,0,77,4.3,No,Yes,56,69,6,2,0,1785
8.4,0,2,3,82,4.4,Yes,Yes,77,88,10,4,1,3183
7.4,1,1,0,89,4.4,No,Yes,58,73,9,2,0,495
8.4,1,3,2,80,4.5,Yes,Yes,71,64,7,2,0,7657
8.4,2,3,0,90,4.8,Yes,Yes,70,88,16,3,1,2861
7.5,1,3,1,87,4.5,Yes,Yes,57,84,6,4,1,9965
7.9,2,1,0,71,4.7,No,Yes,77,86,5,2,0,4042
6.5,2,1,1,86,3.7,Yes,Yes,58,68,11,2,0,7468
7.6,1,1,1,75,4.1,No,No,55,70,9,2,0,2898
8.7,1,2,0,84,4.4,Yes,Yes,65,88,17,4,1,367
8.3,2,1,0,86,4.8,Yes,No,74,86,23,2,0,850
7.7,1,1,1,74,3.7,No,Yes,57,74,8,2,0,9376
7.6,1,1,0,63,3.3,No,No,63,72,17,2,0,7414
7.2,1,1,0,72,4.1,No,Yes,55,73,8,2,0,5574
8.1,2,3,2,84,4.6,Yes,Yes,83,88,20,3,1,4470
7.3,1,1,1,67,3.4,No,No,55,68,14,2,0,2654
7.6,1,1,0,65,3.1,No,No,58,69,21,2,0,3504
7.6,1,1,2,81,4.2,Yes,Yes,86,81,11,2,0,1542
7.3,1,1,1,79,4.8,Yes,No,83,78,21,2,0,4327
7.9,2,3,2,79,4.3,Yes,No,68,82,19,2,1,9045
7.9,2,1,0,71,4.8,No,Yes,56,66,20,2,0,323
8.4,1,3,0,87,4.1,Yes,No,55,84,14,2,0,2032
7.9,1,1,1,86,4.3,No,Yes,55,70,24,2,0,814
6.7,0,1,1,68,4.3,No,No,68,62,21,1,0,8250
7.8,1,1,0,66,4.6,No,No,58,80,5,2,0,9563
7.5,0,1,0,68,3.8,No,Yes,55,62,29,1,0,9382
8.4,1,2,2,77,4.5,No,Yes,55,85,3,2,0,1080
8.4,1,3,2,81,4.3,No,Yes,74,66,17,4,1,2227
8.2,2,3,2,88,4.5,Yes,Yes,72,83,27,3,1,9321
8.4,2,3,2,89,3.9,Yes,Yes,74,83,11,3,1,5806
8.6,2,3,2,90,4.7,Yes,Yes,85,82,18,3,1,2706
7.6,1,1,0,81,4.1,No,Yes,55,68,25,2,0,9015
6.5,1,2,1,74,4.6,Yes,Yes,62,72,29,2,0,4422
6.5,1,1,0,67,3.8,No,Yes,55,71,11,2,0,1165
7.1,0,1,0,69,4.2,No,Yes,57,71,24,4,1,3262
7.6,2,3,0,84,4.5,Yes,Yes,78,87,18,2,0,9154
6.9,0,3,0,81,4.2,No,Yes,83,85,19,4,1,1451
7.0,1,1,0,71,4.4,No,No,63,74,8,2,0,4230
7.6,0,1,0,85,4.1,No,No,61,68,18,1,0,3863
8.2,1,3,2,90,4.4,Yes,Yes,82,85,8,2,0,6356
8.8,2,3,2,90,4.8,Yes,Yes,66,85,27,3,1,7162
6.7,1,1,2,74,4.3,Yes,No,62,72,3,4,1,7407
7.4,1,1,3,85,4.0,Yes,Yes,74,71,6,2,0,9404
8.27,2,3,2,86,4.49,Yes,Yes,79,85,14,2,1,10191
6.8,1,1,0,90,4.5,No,Yes,73,57,19,2,0,6475
7.4,1,1,0,75,4.3,No,No,55,68,20,2,0,6885
8.3,2,3,2,90,4.7,No,Yes,71,73,16,3,1,4668
8.6,1,2,0,72,4.4,No,Yes,76,57,3,2,0,4057
7.6,0,2,0,75,3.8,Yes,Yes,67,68,24,1,0,9704
7.6,0,3,0,90,4.7,No,Yes,73,77,9,1,0,3000
7.5,1,1,0,60,4.2,No,Yes,55,59,18,4,1,9207
7.7,0,3,2,90,4.8,Yes,Yes,76,84,11,4,1,1232
7.5,1,1,0,65,3.8,No,Yes,55,74,27,2,0,1515
8.2,1,3,0,77,4.3,No,No,55,73,17,2,0,2314
7.5,1,2,0,80,4.1,Yes,Yes,55,82,20,4,1,1452
7.5,1,1,2,84,4.8,Yes,No,83,81,20,2,0,5212
6.5,1,1,0,69,4.5,No,No,55,70,23,2,0,5961
8.7,2,3,2,90,4.8,Yes,Yes,85,86,23,3,1,8701
8.2,1,3,0,85,4.4,Yes,No,65,66,29,2,0,5823
6.5,1,2,0,69,3.4,No,No,56,71,3,2,0,839
7.88,1,1,2,70,3.44,Yes,Yes,55,65,18,2,0,10115
7.7,2,1,0,74,4.1,Yes,Yes,78,68,6,2,1,4802
7.9,0,3,2,90,4.6,Yes,Yes,79,88,10,4,1,6681
8.3,1,2,0,72,3.9,Yes,Yes,74,79,20,4,1,8672
8.1,2,3,0,86,3.5,Yes,Yes,75,83,7,3,1,3568
8.9,2,3,2,90,4.8,Yes,Yes,78,84,9,3,1,9452
6.6,0,2,2,77,4.2,No,Yes,55,66,13,1,0,3088
7.8,1,1,0,66,3.7,Yes,Yes,62,67,18,4,1,8818
8.1,2,3,2,86,4.5,Yes,No,81,83,23,2,0,1715
7.9,2,1,1,85,4.2,Yes,Yes,79,70,13,2,1,4271
8.4,0,3,2,85,4.6,Yes,Yes,90,79,15,1,0,340
7.3,1,3,0,80,4.2,No,No,67,64,20,2,0,8632
8.8,1,3,2,90,4.8,Yes,Yes,81,84,16,4,1,6188
8.3,1,2,1,79,4.2,No,No,55,72,5,2,0,6065
8.1,2,3,2,77,4.8,Yes,No,78,78,28,2,0,9807
8.6,1,2,2,77,4.3,No,No,55,59,14,4,1,7956
7.5,1,3,1,90,4.8,Yes,Yes,74,85,11,4,1,589
8.4,2,2,2,83,4.5,Yes,Yes,84,86,15,3,1,3366
6.8,1,1,0,82,4.2,No,No,59,72,20,2,0,2671
7.5,0,1,0,75,4.1,Yes,Yes,72,65,20,4,1,3590
6.9,0,1,0,70,3.9,No,Yes,79,68,16,4,1,35
7.5,1,2,1,84,4.4,No,No,66,73,23,2,0,29
7.8,1,1,1,76,4.8,No,No,59,70,20,2,0,7285
7.8,1,3,2,82,4.8,Yes,No,78,77,29,4,1,4768
8.5,1,3,2,83,4.8,Yes,Yes,76,87,20,4,1,2171
7.0,2,3,2,90,4.8,Yes,Yes,90,80,5,2,1,8800
7.5,1,3,1,66,3.8,No,Yes,69,72,26,2,0,4924
7.6,1,3,1,83,4.8,No,No,82,68,9,4,1,890
7.6,2,3,0,90,4.8,Yes,Yes,78,88,20,2,1,6760
8.3,2,3,2,70,4.2,Yes,Yes,82,68,27,2,0,3323
7.7,2,1,3,72,4.6,Yes,Yes,67,78,28,2,1,9584
7.9,1,1,1,63,4.2,No,No,60,62,16,2,0,3515
8.6,0,3,0,90,4.0,Yes,No,75,85,3,1,0,4594
7.7,0,1,0,89,4.2,No,No,55,70,12,1,0,8515
7.5,1,1,1,72,3.8,No,Yes,55,68,23,2,0,7259
7.2,1,2,1,79,3.2,No,No,57,72,20,2,0,3734
7.9,1,1,0,70,4.2,No,Yes,64,81,19,2,0,9656
7.6,2,3,1,87,4.4,No,No,63,65,3,2,0,7365
8.1,1,3,2,81,4.8,No,Yes,79,82,21,2,0,1655
8.5,0,2,0,79,4.5,No,No,72,74,29,1,0,5366
7.5,0,2,0,88,4.2,No,No,55,64,3,4,1,5240
7.9,2,3,2,90,4.8,Yes,No,81,78,11,2,0,224
7.4,2,3,2,89,4.8,Yes,No,88,82,26,2,0,8799
6.7,0,1,0,78,3.8,No,Yes,61,62,14,1,0,4609
6.6,0,3,0,85,4.7,Yes,Yes,62,86,3,4,1,4240
